event_id,transaction_id,event_type,event_ts,ingestion_ts,processing_ms
E2000306,T2000112,CREATED,2026-10-01 09:18:37,2026-10-01 09:18:39,497
E2000166,T2000060,FAILED,2026-10-01 11:39:49,2026-10-01 11:39:58,1751
E2000113,T2000041,SETTLED,2026-10-01 21:17:25,2026-10-01 21:17:28,645
E2000273,T2000099,SETTLED,2026-10-01 19:22:27,2026-10-01 19:22:37,2418
E2000322,T2000117,AUTHORIZED,2026-10-01 19:47:12,2026-10-01 19:47:15,830
E2000053,T2000019,FAILED,2026-10-01 10:04:40,2026-10-01 10:04:44,94
E2000165,T2000060,CREATED,2026-10-01 11:39:38,2026-10-01 11:39:46,1115
E2000094,T2000035,CREATED,2026-10-01 18:11:04,2026-10-01 18:11:14,1365
E2000332,T2000120,SETTLED,2026-10-01 16:23:05,2026-10-01 16:23:12,1678
E2000313,T2000114,AUTHORIZED,2026-10-01 19:26:22,2026-10-01 19:26:24,1279
E2000093,T2000034,SETTLED,2026-10-02 00:17:18,2026-10-02 00:17:26,1932
E2000228,T2000083,CREATED,2026-10-01 13:09:35,2026-10-01 13:09:37,1998
E2000230,T2000083,SETTLED,2026-10-01 14:09:35,2026-10-01 14:09:38,1080
E2000300,T2000110,CREATED,2026-10-01 13:30:56,2026-10-01 13:30:59,1520
E2000028,T2000010,CREATED,2026-10-01 14:23:07,2026-10-01 14:23:14,742
E2000316,T2000115,AUTHORIZED,2026-10-01 09:57:32,2026-10-01 09:57:36,1179
E2000126,T2000046,AUTHORIZED,2026-10-01 12:04:08,2026-10-01 12:04:16,1941
E2000198,T2000072,AUTHORIZED,2026-10-01 18:51:52,2026-10-01 18:51:58,109
E2000031,T2000011,CREATED,2026-10-01 10:38:48,2026-10-01 10:38:56,196
E2000202,T2000073,SETTLED,2026-10-01 12:10:17,2026-10-01 12:10:22,2446
E2000023,T2000008,AUTHORIZED,2026-10-01 12:36:25,2026-10-01 12:36:30,737
E2000282,T2000103,CREATED,2026-10-01 18:05:50,2026-10-01 18:05:51,169
E2000227,T2000082,SETTLED,2026-10-01 19:03:08,2026-10-01 19:03:10,614
E2000014,T2000005,AUTHORIZED,2026-10-01 20:41:26,2026-10-01 20:41:33,1404
E2000211,T2000077,CREATED,2026-10-01 10:59:11,2026-10-01 10:59:21,1354
