settlement_id,transaction_id,settlement_ts,settlement_amount,settlement_status,settlement_batch
S1000746,T1000775,2026-09-07 12:30:37,11205.75,SETTLED,SB20260907PM
S1000747,T1000776,2026-09-07 21:52:04,1365.29,SETTLED,SB20260907PM
S1000748,T1000777,2026-09-07 18:34:48,3218.05,SETTLED,SB20260907PM
S1000749,T1000778,2026-09-07 14:14:53,19344.52,SETTLED,SB20260907PM
S1000750,T1000779,2026-09-07 16:27:14,709.93,SETTLED,SB20260907PM
S1000751,T1000780,2026-09-07 15:35:27,49107.04,SETTLED,SB20260907PM
S1000752,T1000781,2026-09-07 18:11:40,1355.17,SETTLED,SB20260907PM
S1000753,T1000782,2026-09-07 11:27:53,2062.39,SETTLED,SB20260907AM
S1000754,T1000783,2026-09-07 10:30:36,69993.94,SETTLED,SB20260907AM
S1000755,T1000784,2026-09-08 01:46:50,77323.20,SETTLED,SB20260908AM
S1000756,T1000785,2026-09-07 16:06:51,1842.64,SETTLED,SB20260907PM
S1000757,T1000788,2026-09-07 18:43:40,12694.96,SETTLED,SB20260907PM
S1000758,T1000789,2026-09-07 18:54:19,1152.55,SETTLED,SB20260907PM
S1000759,T1000790,2026-09-07 16:34:16,1523.71,PENDING,SB20260907PM
S1000760,T1000791,2026-09-07 19:43:38,1527.60,SETTLED,SB20260907PM
S1000761,T1000792,2026-09-07 21:29:32,8441.06,SETTLED,SB20260907PM
S1000762,T1000792,2026-09-07 21:33:32,2110.27,SETTLED,SB20260907PM
S1000763,T1000794,2026-09-07 16:03:57,2431.42,SETTLED,SB20260907PM
S1000764,T1000795,2026-09-07 19:26:48,2795.90,PENDING,SB20260907PM
S1000765,T1000796,2026-09-07 23:04:57,1602.08,SETTLED,SB20260907PM
S1000766,T1000797,2026-09-07 15:24:01,13732.23,SETTLED,SB20260907PM
S1000767,T1000798,2026-09-07 21:39:55,74484.52,SETTLED,SB20260907PM
S1000768,T1000800,2026-09-07 14:02:01,961.62,SETTLED,SB20260907PM
S1000769,T1000802,2026-09-07 17:48:41,6777.82,SETTLED,SB20260907PM
S1000770,T1000803,2026-09-07 08:31:58,28057.63,SETTLED,SB20260907AM
S1000771,T1000804,2026-09-07 17:26:47,1609.52,SETTLED,SB20260907PM
S1000772,T1000805,2026-09-07 14:30:56,37032.05,SETTLED,SB20260907PM
S1000773,T1000805,2026-09-07 14:34:56,9258.01,SETTLED,SB20260907PM
S1000774,T1000806,2026-09-07 20:52:36,24312.48,SETTLED,SB20260907PM
S1000775,T1000807,2026-09-07 15:00:21,1198.85,SETTLED,SB20260907PM
S1000776,T1000808,2026-09-07 18:15:27,1141.83,SETTLED,SB20260907PM
S1000777,T1000810,2026-09-07 20:41:52,11344.86,SETTLED,SB20260907PM
S1000778,T1000811,2026-09-07 15:02:13,7263.50,SETTLED,SB20260907PM
S1000779,T1000812,2026-09-07 12:42:20,10668.08,SETTLED,SB20260907PM
S1000780,T1000812,2026-09-07 12:46:20,2667.02,SETTLED,SB20260907PM
S1000781,T1000813,2026-09-07 19:10:47,10899.42,FAILED,SB20260907PM
S1000782,T1000814,2026-09-07 20:30:54,10542.37,SETTLED,SB20260907PM
S1000783,T1000815,2026-09-07 15:27:45,409.89,SETTLED,SB20260907PM
S1000784,T1000816,2026-09-07 19:12:32,10978.02,SETTLED,SB20260907PM
S1000785,T1000817,2026-09-07 11:42:29,5584.35,SETTLED,SB20260907AM
S1000786,T1000818,2026-09-07 17:34:03,1634.17,SETTLED,SB20260907PM
S1000787,T1000819,2026-09-07 20:52:48,4535.52,SETTLED,SB20260907PM
S1000788,T1000820,2026-09-07 13:56:50,13379.19,SETTLED,SB20260907PM
S1000789,T1000822,2026-09-07 21:12:29,37146.28,SETTLED,SB20260907PM
S1000790,T1000822,2026-09-07 21:16:29,9286.57,SETTLED,SB20260907PM
S1000791,T1000823,2026-09-07 19:36:35,3165.86,SETTLED,SB20260907PM
S1000792,T1000824,2026-09-07 10:00:23,2346.21,SETTLED,SB20260907AM
S1000793,T1000825,2026-09-07 18:19:33,4191.76,SETTLED,SB20260907PM
S1000794,T1000826,2026-09-07 17:38:57,1002.97,SETTLED,SB20260907PM
S1000795,T1000826,2026-09-07 17:42:57,250.74,SETTLED,SB20260907PM
S1000796,T1000827,2026-09-07 19:53:33,3216.68,SETTLED,SB20260907PM
S1000797,T1000829,2026-09-07 22:49:40,14403.03,SETTLED,SB20260907PM
S1000798,T1000830,2026-09-07 10:54:20,5777.55,SETTLED,SB20260907AM
S1000799,T1000831,2026-09-07 12:10:06,7258.04,SETTLED,SB20260907PM
S1000800,T1000831,2026-09-07 12:14:06,1814.51,SETTLED,SB20260907PM
S1000801,T1000833,2026-09-07 21:00:58,1296.33,SETTLED,SB20260907PM
S1000802,T1000834,2026-09-07 19:27:57,2091.48,SETTLED,SB20260907PM
S1000803,T1000835,2026-09-07 11:43:12,1444.73,SETTLED,SB20260907AM
S1000804,T1000836,2026-09-07 09:00:20,765.09,SETTLED,SB20260907AM
S1000805,T1000836,2026-09-07 09:04:20,191.27,SETTLED,SB20260907AM
S1000806,T1000838,2026-09-07 11:36:56,1452.64,SETTLED,SB20260907AM
S1000807,T1000838,2026-09-07 11:40:56,363.16,SETTLED,SB20260907AM
S1000808,T1000839,2026-09-07 13:17:37,5121.04,SETTLED,SB20260907PM
S1000809,T1000841,2026-09-07 20:58:17,27745.04,SETTLED,SB20260907PM
S1000810,T1000843,2026-09-07 20:22:10,4563.66,SETTLED,SB20260907PM
S1000811,T1000844,2026-09-07 17:12:34,217.44,SETTLED,SB20260907PM
S1000812,T1000845,2026-09-07 20:09:39,4665.89,SETTLED,SB20260907PM
S1000813,T1000846,2026-09-07 12:20:55,56900.58,SETTLED,SB20260907PM
S1000814,T1000847,2026-09-07 22:25:51,2001.68,SETTLED,SB20260907PM
S1000815,T1000848,2026-09-07 14:13:52,3919.39,SETTLED,SB20260907PM
S1000816,T1000849,2026-09-07 13:54:31,1694.03,SETTLED,SB20260907PM
S1000817,T1000849,2026-09-07 13:58:31,423.51,SETTLED,SB20260907PM
S1000818,T1000850,2026-09-07 17:03:36,5802.10,SETTLED,SB20260907PM
S1000819,T1000851,2026-09-07 09:40:42,756.53,SETTLED,SB20260907AM
S1000820,T1000852,2026-09-07 10:02:37,998.02,SETTLED,SB20260907AM
S1000821,T1000854,2026-09-07 19:44:02,5120.06,SETTLED,SB20260907PM
S1000822,T1000855,2026-09-07 10:58:19,1182.46,SETTLED,SB20260907AM
S1000823,T1000856,2026-09-07 18:22:47,2725.85,SETTLED,SB20260907PM
S1000824,T1000857,2026-09-07 13:18:03,291.94,PENDING,SB20260907PM
S1000825,T1000858,2026-09-07 11:30:04,1106.66,SETTLED,SB20260907AM
S1000826,T1000859,2026-09-07 20:38:54,33475.71,SETTLED,SB20260907PM
S1000827,T1000860,2026-09-07 20:17:59,19550.82,SETTLED,SB20260907PM
S1000828,T1000861,2026-09-07 19:31:32,89598.77,SETTLED,SB20260907PM
S1000829,T1000862,2026-09-07 15:57:12,697.24,SETTLED,SB20260907PM
S1000830,T1000863,2026-09-07 18:10:54,343.69,SETTLED,SB20260907PM
S1000831,T1000864,2026-09-07 17:24:48,374.11,SETTLED,SB20260907PM
S1000832,T1000865,2026-09-07 14:38:13,83886.05,SETTLED,SB20260907PM
S1000833,T1000867,2026-09-07 06:48:15,46987.18,SETTLED,SB20260907AM
S1000834,T1000868,2026-09-07 22:28:19,20227.21,SETTLED,SB20260907PM
S1000835,T1000869,2026-09-07 20:12:11,2973.58,SETTLED,SB20260907PM
S1000836,T1000870,2026-09-07 13:12:04,614.02,SETTLED,SB20260907PM
S1000837,T1000871,2026-09-07 13:20:16,461.91,SETTLED,SB20260907PM
S1000838,T1000873,2026-09-07 09:17:11,2125.90,SETTLED,SB20260907AM
S1000839,T1000873,2026-09-07 09:21:11,531.47,SETTLED,SB20260907AM
S1000840,T1000874,2026-09-07 12:09:45,5783.68,SETTLED,SB20260907PM
S1000841,T1000875,2026-09-07 13:53:04,310.03,SETTLED,SB20260907PM
S1000842,T1000876,2026-09-07 13:26:51,1164.93,SETTLED,SB20260907PM
S1000843,T1000877,2026-09-07 15:02:43,3458.01,SETTLED,SB20260907PM
S1000844,T1000878,2026-09-07 22:15:18,2993.03,SETTLED,SB20260907PM
S1000845,T1000882,2026-09-07 19:57:35,826.56,SETTLED,SB20260907PM
S1000846,T1000883,2026-09-08 10:05:41,1153.59,SETTLED,SB20260908AM
S1000847,T1000884,2026-09-08 18:58:57,66961.77,SETTLED,SB20260908PM
S1000848,T1000884,2026-09-08 19:02:57,16740.44,SETTLED,SB20260908PM
S1000849,T1000885,2026-09-08 10:39:25,11904.05,SETTLED,SB20260908AM
S1000850,T1000885,2026-09-08 10:43:25,2976.01,SETTLED,SB20260908AM
S1000851,T1000886,2026-09-08 12:24:38,586.87,SETTLED,SB20260908PM
S1000852,T1000888,2026-09-08 09:28:27,2091.44,SETTLED,SB20260908AM
S1000853,T1000888,2026-09-08 09:32:27,522.86,SETTLED,SB20260908AM
S1000854,T1000889,2026-09-08 13:48:52,3369.34,PENDING,SB20260908PM
S1000855,T1000890,2026-09-08 07:16:21,22640.31,SETTLED,SB20260908AM
S1000856,T1000892,2026-09-08 15:20:29,10084.38,SETTLED,SB20260908PM
S1000857,T1000893,2026-09-08 14:00:39,2033.94,SETTLED,SB20260908PM
S1000858,T1000894,2026-09-08 18:57:58,56156.22,SETTLED,SB20260908PM
S1000859,T1000895,2026-09-08 12:15:27,2791.45,FAILED,SB20260908PM
S1000860,T1000896,2026-09-08 17:48:06,13136.14,SETTLED,SB20260908PM
S1000861,T1000897,2026-09-08 23:40:46,1612.03,SETTLED,SB20260908PM
S1000862,T1000898,2026-09-08 19:38:52,12832.11,SETTLED,SB20260908PM
S1000863,T1000899,2026-09-08 10:14:14,66097.61,SETTLED,SB20260908AM
S1000864,T1000900,2026-09-08 09:13:12,1743.92,SETTLED,SB20260908AM
S1000865,T1000901,2026-09-08 19:10:21,3957.75,SETTLED,SB20260908PM
S1000866,T1000902,2026-09-08 12:48:45,3446.79,SETTLED,SB20260908PM
S1000867,T1000903,2026-09-08 20:54:53,780.89,SETTLED,SB20260908PM
S1000868,T1000904,2026-09-08 07:11:06,5594.67,SETTLED,SB20260908AM
S1000869,T1000905,2026-09-08 22:09:50,4684.89,SETTLED,SB20260908PM
S1000870,T1000906,2026-09-08 13:06:45,4599.62,SETTLED,SB20260908PM
S1000871,T1000907,2026-09-08 19:41:43,4275.34,SETTLED,SB20260908PM
S1000872,T1000908,2026-09-08 14:51:32,4160.37,SETTLED,SB20260908PM
S1000873,T1000909,2026-09-08 16:22:31,2575.13,SETTLED,SB20260908PM
S1000874,T1000910,2026-09-08 20:19:45,2945.76,SETTLED,SB20260908PM
S1000875,T1000911,2026-09-08 08:32:04,2786.79,SETTLED,SB20260908AM
S1000876,T1000912,2026-09-08 20:55:50,1837.00,SETTLED,SB20260908PM
S1000877,T1000913,2026-09-08 07:41:53,88379.70,SETTLED,SB20260908AM
S1000878,T1000914,2026-09-08 17:35:35,4555.71,PENDING,SB20260908PM
S1000879,T1000915,2026-09-08 15:47:01,114.41,SETTLED,SB20260908PM
S1000880,T1000916,2026-09-08 11:15:20,11056.19,SETTLED,SB20260908AM
S1000881,T1000917,2026-09-08 13:05:03,21879.71,SETTLED,SB20260908PM
S1000882,T1000918,2026-09-08 19:13:39,33564.17,SETTLED,SB20260908PM
S1000883,T1000919,2026-09-08 23:05:13,1436.56,SETTLED,SB20260908PM
S1000884,T1000920,2026-09-08 17:34:07,4134.88,SETTLED,SB20260908PM
S1000885,T1000921,2026-09-08 11:29:42,1466.37,SETTLED,SB20260908AM
S1000886,T1000922,2026-09-08 08:24:00,7449.26,SETTLED,SB20260908AM
S1000887,T1000923,2026-09-08 09:18:51,39222.97,SETTLED,SB20260908AM
S1000888,T1000924,2026-09-08 14:01:47,4994.79,SETTLED,SB20260908PM
S1000889,T1000925,2026-09-08 19:22:01,67705.53,SETTLED,SB20260908PM
S1000890,T1000926,2026-09-08 19:59:17,846.97,SETTLED,SB20260908PM
S1000891,T1000927,2026-09-08 14:43:43,18784.94,PENDING,SB20260908PM
S1000892,T1000928,2026-09-08 13:20:04,4855.60,SETTLED,SB20260908PM
S1000893,T1000929,2026-09-08 12:27:52,4924.77,PENDING,SB20260908PM
S1000894,T1000930,2026-09-08 20:42:36,2508.94,SETTLED,SB20260908PM
S1000895,T1000931,2026-09-08 13:19:39,5420.90,SETTLED,SB20260908PM
S1000896,T1000932,2026-09-08 11:09:15,1783.81,SETTLED,SB20260908AM
S1000897,T1000934,2026-09-08 19:39:17,5202.31,SETTLED,SB20260908PM
S1000898,T1000935,2026-09-08 10:49:55,8835.27,SETTLED,SB20260908AM
S1000899,T1000937,2026-09-08 14:30:23,1219.38,SETTLED,SB20260908PM
S1000900,T1000940,2026-09-08 22:15:10,9818.17,SETTLED,SB20260908PM
S1000901,T1000941,2026-09-08 21:16:30,18079.76,SETTLED,SB20260908PM
S1000902,T1000942,2026-09-08 20:46:44,8505.18,SETTLED,SB20260908PM
S1000903,T1000943,2026-09-08 13:38:15,5165.75,SETTLED,SB20260908PM
S1000904,T1000944,2026-09-08 11:07:17,7815.60,SETTLED,SB20260908AM
S1000905,T1000946,2026-09-08 08:10:29,11226.33,SETTLED,SB20260908AM
S1000906,T1000947,2026-09-08 12:21:34,3897.94,SETTLED,SB20260908PM
S1000907,T1000948,2026-09-08 19:32:32,14493.60,SETTLED,SB20260908PM
S1000908,T1000949,2026-09-08 08:54:47,2853.41,SETTLED,SB20260908AM
S1000909,T1000950,2026-09-08 14:04:59,4296.27,SETTLED,SB20260908PM
S1000910,T1000950,2026-09-08 14:08:59,1074.07,SETTLED,SB20260908PM
S1000911,T1000951,2026-09-08 19:37:48,7899.36,SETTLED,SB20260908PM
S1000912,T1000952,2026-09-08 19:26:34,4071.98,SETTLED,SB20260908PM
S1000913,T1000953,2026-09-08 22:52:30,19265.28,SETTLED,SB20260908PM
S1000914,T1000954,2026-09-08 10:49:38,2460.99,SETTLED,SB20260908AM
S1000915,T1000955,2026-09-08 13:44:33,3196.44,SETTLED,SB20260908PM
S1000916,T1000956,2026-09-08 18:41:40,414.08,SETTLED,SB20260908PM
S1000917,T1000956,2026-09-08 18:45:40,103.52,SETTLED,SB20260908PM
S1000918,T1000957,2026-09-08 12:15:24,1434.59,SETTLED,SB20260908PM
S1000919,T1000958,2026-09-08 12:06:18,78161.67,SETTLED,SB20260908PM
S1000920,T1000959,2026-09-08 18:11:50,1043.16,SETTLED,SB20260908PM
S1000921,T1000960,2026-09-08 19:13:12,7196.09,PENDING,SB20260908PM
S1000922,T1000961,2026-09-08 21:01:49,7654.65,SETTLED,SB20260908PM
S1000923,T1000962,2026-09-08 09:37:50,1235.52,SETTLED,SB20260908AM
S1000924,T1000963,2026-09-08 12:46:02,3465.82,SETTLED,SB20260908PM
S1000925,T1000964,2026-09-08 15:52:02,13194.95,SETTLED,SB20260908PM
S1000926,T1000964,2026-09-08 15:56:02,3298.74,SETTLED,SB20260908PM
S1000927,T1000965,2026-09-08 12:28:52,56288.13,SETTLED,SB20260908PM
S1000928,T1000965,2026-09-08 12:32:52,14072.03,SETTLED,SB20260908PM
S1000929,T1000966,2026-09-08 20:23:33,2585.33,SETTLED,SB20260908PM
S1000930,T1000968,2026-09-08 09:47:28,16646.93,SETTLED,SB20260908AM
S1000931,T1000969,2026-09-08 21:37:18,6446.20,SETTLED,SB20260908PM
S1000932,T1000970,2026-09-08 13:01:24,3576.55,SETTLED,SB20260908PM
S1000933,T1000971,2026-09-08 09:28:44,6085.69,SETTLED,SB20260908AM
S1000934,T1000972,2026-09-08 14:12:48,1492.49,SETTLED,SB20260908PM
S1000935,T1000973,2026-09-08 21:29:43,2345.95,SETTLED,SB20260908PM
S1000936,T1000974,2026-09-08 14:01:58,1999.00,SETTLED,SB20260908PM
S1000937,T1000976,2026-09-08 21:19:11,1329.14,SETTLED,SB20260908PM
S1000938,T1000977,2026-09-09 00:03:36,748.65,SETTLED,SB20260909AM
S1000939,T1000978,2026-09-08 10:37:49,788.32,SETTLED,SB20260908AM
S1000940,T1000979,2026-09-08 14:34:33,2721.82,SETTLED,SB20260908PM
S1000941,T1000980,2026-09-08 18:02:39,4459.05,SETTLED,SB20260908PM
S1000942,T1000981,2026-09-08 11:17:40,3558.23,SETTLED,SB20260908AM
S1000943,T1000983,2026-09-08 10:42:51,2736.54,SETTLED,SB20260908AM
S1000944,T1000983,2026-09-08 10:46:51,684.14,SETTLED,SB20260908AM
S1000945,T1000984,2026-09-08 12:56:45,2647.93,SETTLED,SB20260908PM
S1000946,T1000985,2026-09-09 00:21:51,5301.05,SETTLED,SB20260909AM
S1000947,T1000986,2026-09-08 18:20:45,922.17,SETTLED,SB20260908PM
S1000948,T1000987,2026-09-08 09:45:54,2606.52,SETTLED,SB20260908AM
S1000949,T1000988,2026-09-08 21:28:16,1299.61,SETTLED,SB20260908PM
S1000950,T1000989,2026-09-08 08:34:49,10668.32,PENDING,SB20260908AM
S1000951,T1000990,2026-09-08 22:28:35,718.35,SETTLED,SB20260908PM
S1000952,T1000991,2026-09-08 21:50:55,12109.42,SETTLED,SB20260908PM
S1000953,T1000991,2026-09-08 21:54:55,3027.36,SETTLED,SB20260908PM
S1000954,T1000992,2026-09-08 11:44:03,637.34,SETTLED,SB20260908AM
S1000955,T1000993,2026-09-08 09:45:01,4113.02,SETTLED,SB20260908AM
S1000956,T1000995,2026-09-08 14:22:38,1590.34,SETTLED,SB20260908PM
S1000957,T1000996,2026-09-08 12:57:26,37965.48,SETTLED,SB20260908PM
S1000958,T1000998,2026-09-08 18:37:46,2089.75,SETTLED,SB20260908PM
S1000959,T1000998,2026-09-08 18:41:46,522.44,SETTLED,SB20260908PM
S1000960,T1000999,2026-09-09 19:09:48,586.56,SETTLED,SB20260909PM
S1000961,T1001000,2026-09-09 14:59:34,2839.42,SETTLED,SB20260909PM
S1000962,T1001001,2026-09-09 12:36:54,3076.64,SETTLED,SB20260909PM
S1000963,T1001002,2026-09-09 11:41:14,2858.02,SETTLED,SB20260909AM
S1000964,T1001003,2026-09-09 18:31:32,15744.01,SETTLED,SB20260909PM
S1000965,T1001004,2026-09-09 14:46:57,17322.83,SETTLED,SB20260909PM
S1000966,T1001005,2026-09-09 11:29:59,622.57,SETTLED,SB20260909AM
S1000967,T1001006,2026-09-09 21:17:13,71286.16,SETTLED,SB20260909PM
S1000968,T1001008,2026-09-09 09:28:08,5148.68,SETTLED,SB20260909AM
S1000969,T1001009,2026-09-09 17:08:20,12617.63,SETTLED,SB20260909PM
S1000970,T1001010,2026-09-09 15:31:57,2494.12,SETTLED,SB20260909PM
S1000971,T1001012,2026-09-09 16:53:57,30191.25,SETTLED,SB20260909PM
S1000972,T1001013,2026-09-09 22:09:03,1441.72,SETTLED,SB20260909PM
S1000973,T1001014,2026-09-09 08:20:23,5824.98,SETTLED,SB20260909AM
S1000974,T1001015,2026-09-09 12:04:06,3095.52,SETTLED,SB20260909PM
S1000975,T1001016,2026-09-09 20:51:56,5909.67,SETTLED,SB20260909PM
S1000976,T1001017,2026-09-09 12:27:37,2792.70,SETTLED,SB20260909PM
S1000977,T1001018,2026-09-09 14:06:42,9887.69,SETTLED,SB20260909PM
S1000978,T1001019,2026-09-09 20:53:02,1174.33,SETTLED,SB20260909PM
S1000979,T1001020,2026-09-10 00:04:26,1719.69,SETTLED,SB20260910AM
S1000980,T1001021,2026-09-09 15:00:50,65067.88,SETTLED,SB20260909PM
S1000981,T1001022,2026-09-09 18:38:28,1441.03,SETTLED,SB20260909PM
S1000982,T1001023,2026-09-09 17:56:27,68010.69,SETTLED,SB20260909PM
S1000983,T1001024,2026-09-09 22:17:02,3906.79,SETTLED,SB20260909PM
S1000984,T1001025,2026-09-09 13:46:05,465.45,SETTLED,SB20260909PM
S1000985,T1001026,2026-09-09 09:32:05,758.36,SETTLED,SB20260909AM
S1000986,T1001027,2026-09-09 10:00:41,73852.37,SETTLED,SB20260909AM
S1000987,T1001028,2026-09-09 19:00:46,3438.07,SETTLED,SB20260909PM
S1000988,T1001029,2026-09-09 19:06:36,1606.26,SETTLED,SB20260909PM
S1000989,T1001030,2026-09-09 11:56:03,623.86,SETTLED,SB20260909AM
S1000990,T1001031,2026-09-09 17:04:30,65766.65,PENDING,SB20260909PM
S1000991,T1001032,2026-09-09 17:30:52,2315.60,SETTLED,SB20260909PM
S1000992,T1001033,2026-09-09 18:38:17,846.60,SETTLED,SB20260909PM
S1000993,T1001034,2026-09-09 16:47:09,889.42,PENDING,SB20260909PM
S1000994,T1001035,2026-09-09 21:34:33,8533.84,SETTLED,SB20260909PM
S1000995,T1001036,2026-09-09 18:56:01,49762.91,SETTLED,SB20260909PM
S1000996,T1001038,2026-09-09 21:07:38,1743.94,SETTLED,SB20260909PM
S1000997,T1001038,2026-09-09 21:11:38,435.98,SETTLED,SB20260909PM
S1000998,T1001039,2026-09-09 18:24:17,2774.23,SETTLED,SB20260909PM
S1000999,T1001040,2026-09-09 15:55:58,15929.03,SETTLED,SB20260909PM
S1001000,T1001041,2026-09-09 16:12:25,3563.38,SETTLED,SB20260909PM
S1001001,T1001042,2026-09-09 17:31:12,1889.41,SETTLED,SB20260909PM
S1001002,T1001044,2026-09-09 11:13:13,41732.65,SETTLED,SB20260909AM
S1001003,T1001045,2026-09-09 21:44:50,7685.53,SETTLED,SB20260909PM
S1001004,T1001046,2026-09-09 17:39:41,7337.13,SETTLED,SB20260909PM
S1001005,T1001047,2026-09-09 10:55:29,572.35,SETTLED,SB20260909AM
S1001006,T1001048,2026-09-09 17:57:27,6458.07,SETTLED,SB20260909PM
S1001007,T1001049,2026-09-09 09:31:58,1323.77,SETTLED,SB20260909AM
S1001008,T1001050,2026-09-09 19:47:53,4562.92,SETTLED,SB20260909PM
S1001009,T1001051,2026-09-09 21:21:10,5921.84,SETTLED,SB20260909PM
S1001010,T1001052,2026-09-09 10:08:32,4320.68,SETTLED,SB20260909AM
S1001011,T1001053,2026-09-09 10:04:25,5832.72,SETTLED,SB20260909AM
S1001012,T1001054,2026-09-09 14:19:02,69949.94,SETTLED,SB20260909PM
S1001013,T1001055,2026-09-09 14:24:34,5951.52,SETTLED,SB20260909PM
S1001014,T1001055,2026-09-09 14:28:34,1487.88,SETTLED,SB20260909PM
S1001015,T1001056,2026-09-09 10:37:31,8449.22,SETTLED,SB20260909AM
S1001016,T1001057,2026-09-09 10:26:22,1117.76,SETTLED,SB20260909AM
S1001017,T1001058,2026-09-09 13:49:20,5993.80,SETTLED,SB20260909PM
S1001018,T1001059,2026-09-09 13:34:32,569.90,SETTLED,SB20260909PM
S1001019,T1001060,2026-09-09 14:40:04,10265.22,SETTLED,SB20260909PM
S1001020,T1001060,2026-09-09 14:44:04,2566.30,SETTLED,SB20260909PM
S1001021,T1001061,2026-09-09 21:17:30,36142.77,SETTLED,SB20260909PM
S1001022,T1001062,2026-09-09 17:29:04,1358.17,SETTLED,SB20260909PM
S1001023,T1001063,2026-09-09 13:23:16,32073.25,SETTLED,SB20260909PM
S1001024,T1001063,2026-09-09 13:27:16,8018.31,SETTLED,SB20260909PM
S1001025,T1001065,2026-09-09 12:38:41,43100.09,SETTLED,SB20260909PM
S1001026,T1001066,2026-09-09 10:59:10,2822.49,SETTLED,SB20260909AM
S1001027,T1001067,2026-09-09 19:34:53,2213.14,SETTLED,SB20260909PM
S1001028,T1001068,2026-09-09 23:25:52,9895.58,SETTLED,SB20260909PM
S1001029,T1001069,2026-09-09 11:24:59,1153.14,SETTLED,SB20260909AM
S1001030,T1001069,2026-09-09 11:28:59,288.29,SETTLED,SB20260909AM
S1001031,T1001070,2026-09-09 14:26:13,1640.56,SETTLED,SB20260909PM
S1001032,T1001071,2026-09-09 15:38:01,7721.23,SETTLED,SB20260909PM
S1001033,T1001072,2026-09-09 20:39:25,57605.86,SETTLED,SB20260909PM
S1001034,T1001073,2026-09-09 21:04:29,206.05,SETTLED,SB20260909PM
S1001035,T1001075,2026-09-09 18:49:10,2512.66,SETTLED,SB20260909PM
S1001036,T1001076,2026-09-09 13:16:17,1394.05,SETTLED,SB20260909PM
S1001037,T1001076,2026-09-09 13:20:17,348.51,SETTLED,SB20260909PM
S1001038,T1001077,2026-09-09 13:32:04,2556.51,SETTLED,SB20260909PM
S1001039,T1001078,2026-09-09 09:13:25,357.81,SETTLED,SB20260909AM
S1001040,T1001079,2026-09-09 16:12:14,6995.39,SETTLED,SB20260909PM
S1001041,T1001080,2026-09-09 20:08:11,1447.85,SETTLED,SB20260909PM
S1001042,T1001081,2026-09-09 10:03:11,19805.73,SETTLED,SB20260909AM
S1001043,T1001082,2026-09-09 17:45:12,1886.42,SETTLED,SB20260909PM
S1001044,T1001083,2026-09-09 12:57:06,1506.60,SETTLED,SB20260909PM
S1001045,T1001085,2026-09-09 10:15:51,991.98,SETTLED,SB20260909AM
S1001046,T1001086,2026-09-09 11:00:13,65008.15,SETTLED,SB20260909AM
S1001047,T1001087,2026-09-09 13:12:42,83138.73,SETTLED,SB20260909PM
S1001048,T1001088,2026-09-09 17:41:17,18754.59,SETTLED,SB20260909PM
S1001049,T1001091,2026-09-09 18:55:52,8816.59,SETTLED,SB20260909PM
S1001050,T1001092,2026-09-09 19:34:48,2729.83,SETTLED,SB20260909PM
S1001051,T1001093,2026-09-09 08:40:58,1889.04,SETTLED,SB20260909AM
S1001052,T1001094,2026-09-09 21:13:18,939.75,SETTLED,SB20260909PM
S1001053,T1001095,2026-09-09 11:07:23,6406.77,SETTLED,SB20260909AM
S1001054,T1001096,2026-09-09 13:57:13,10758.11,SETTLED,SB20260909PM
S1001055,T1001097,2026-09-09 12:46:09,1540.72,SETTLED,SB20260909PM
S1001056,T1001098,2026-09-10 00:12:07,3884.57,SETTLED,SB20260910AM
S1001057,T1001099,2026-09-09 21:59:04,15293.03,SETTLED,SB20260909PM
S1001058,T1001101,2026-09-09 11:28:53,5660.94,SETTLED,SB20260909AM
S1001059,T1001102,2026-09-09 13:25:22,59945.15,SETTLED,SB20260909PM
S1001060,T1001103,2026-09-09 19:16:55,1089.49,SETTLED,SB20260909PM
S1001061,T1001104,2026-09-09 14:12:02,651.56,SETTLED,SB20260909PM
S1001062,T1001105,2026-09-09 19:08:47,2172.91,SETTLED,SB20260909PM
S1001063,T1001106,2026-09-09 19:16:57,3354.18,PENDING,SB20260909PM
S1001064,T1001107,2026-09-10 19:31:07,1577.20,SETTLED,SB20260910PM
S1001065,T1001108,2026-09-10 08:03:10,23725.50,SETTLED,SB20260910AM
S1001066,T1001109,2026-09-10 08:54:57,447.44,SETTLED,SB20260910AM
S1001067,T1001110,2026-09-10 08:16:14,2596.66,SETTLED,SB20260910AM
S1001068,T1001111,2026-09-10 19:36:56,14503.97,SETTLED,SB20260910PM
S1001069,T1001112,2026-09-10 15:40:46,858.85,SETTLED,SB20260910PM
S1001070,T1001113,2026-09-10 11:13:46,1731.13,SETTLED,SB20260910AM
S1001071,T1001114,2026-09-10 12:35:34,2096.16,SETTLED,SB20260910PM
S1001072,T1001115,2026-09-10 17:13:06,2261.66,SETTLED,SB20260910PM
S1001073,T1001116,2026-09-10 10:16:59,1339.34,SETTLED,SB20260910AM
S1001074,T1001117,2026-09-10 19:41:17,4045.28,SETTLED,SB20260910PM
S1001075,T1001117,2026-09-10 19:45:17,1011.32,SETTLED,SB20260910PM
S1001076,T1001118,2026-09-10 19:46:04,910.22,SETTLED,SB20260910PM
S1001077,T1001119,2026-09-10 11:09:59,35755.42,SETTLED,SB20260910AM
S1001078,T1001120,2026-09-10 13:38:39,1102.67,SETTLED,SB20260910PM
S1001079,T1001123,2026-09-10 13:00:41,40163.60,SETTLED,SB20260910PM
