transaction_id,merchant_id,customer_id,transaction_ts,amount,currency,status,payment_channel
T1000891,M108,C01214,2026-09-08 14:09:24,16799.05,INR,SUCCESS,POS
T1000892,M103,C02007,2026-09-08 14:58:29,10084.38,INR,SUCCESS,ONLINE
T1000893,M122,C00741,2026-09-08 13:47:39,2033.94,INR,SUCCESS,POS
T1000894,M109,C02675,2026-09-08 18:52:58,56156.22,INR,SUCCESS,ONLINE
T1000895,M104,C02457,2026-09-08 12:03:27,2791.45,INR,SUCCESS,QR
T1000896,M117,C01158,2026-09-08 17:00:06,13136.14,INR,SUCCESS,QR
T1000897,M122,C02359,2026-09-08 23:24:46,1612.03,INR,SUCCESS,POS
T1000898,M117,C00860,2026-09-08 19:26:52,12832.11,INR,SUCCESS,ONLINE
T1000899,M112,C00031,2026-09-08 09:53:14,66097.61,INR,SUCCESS,POS
T1000900,M115,C02800,2026-09-08 09:06:12,1743.92,INR,SUCCESS,ONLINE
T1000901,M100,C02874,2026-09-08 18:49:21,3957.75,INR,SUCCESS,POS
T1000902,M116,C02931,2026-09-08 12:39:45,3446.79,INR,SUCCESS,POS
T1000903,M102,C00567,2026-09-08 20:45:53,780.89,INR,SUCCESS,ONLINE
T1000904,M124,C01417,2026-09-08 07:03:06,5594.67,INR,SUCCESS,QR
T1000905,M104,C01484,2026-09-08 19:19:50,4684.89,INR,SUCCESS,ONLINE
T1000906,M105,C00481,2026-09-08 12:52:45,4599.62,INR,SUCCESS,ONLINE
T1000907,M115,C02888,2026-09-08 19:30:43,4275.34,INR,SUCCESS,POS
T1000908,M115,C01492,2026-09-08 14:30:32,4160.37,INR,SUCCESS,ONLINE
T1000909,M102,C00731,2026-09-08 16:04:31,2575.13,INR,SUCCESS,ONLINE
T1000910,M100,C01027,2026-09-08 19:59:45,2945.76,INR,SUCCESS,ONLINE
T1000911,M120,C01419,2026-09-08 08:13:04,2786.79,INR,SUCCESS,QR
T1000912,M102,C01727,2026-09-08 20:32:50,1837.00,INR,SUCCESS,ONLINE
T1000913,M101,C00133,2026-09-08 07:34:53,88379.70,INR,SUCCESS,QR
T1000914,M104,C01564,2026-09-08 14:44:35,4555.71,INR,SUCCESS,ONLINE
T1000915,M111,C02031,2026-09-08 15:41:01,114.41,INR,SUCCESS,ONLINE
T1000916,M107,C02291,2026-09-08 10:55:20,11056.19,INR,SUCCESS,ONLINE
T1000917,M109,C02627,2026-09-08 13:01:03,21879.71,INR,SUCCESS,ONLINE
T1000918,M101,C01088,2026-09-08 19:00:39,33564.17,INR,SUCCESS,POS
T1000919,M102,C00364,2026-09-08 22:48:13,1436.56,INR,SUCCESS,ONLINE
T1000920,M105,C00382,2026-09-08 17:18:07,4134.88,INR,SUCCESS,ONLINE
T1000921,M115,C00485,2026-09-08 11:20:42,1466.37,INR,SUCCESS,ONLINE
T1000922,M103,C00622,2026-09-08 08:05:00,7449.26,INR,SUCCESS,QR
T1000923,M112,C02277,2026-09-08 09:02:51,39222.97,INR,SUCCESS,ONLINE
T1000924,M103,C00762,2026-09-08 13:54:47,4994.79,INR,SUCCESS,POS
T1000925,M119,C02088,2026-09-08 19:09:01,67705.53,INR,SUCCESS,ONLINE
T1000926,M123,C00270,2026-09-08 19:48:17,846.97,INR,SUCCESS,ONLINE
T1000927,M108,C01356,2026-09-08 12:00:43,18784.94,INR,SUCCESS,QR
T1000928,M116,C02383,2026-09-08 13:13:04,4855.60,INR,SUCCESS,POS
T1000929,M104,C02608,2026-09-08 12:07:52,4924.77,INR,SUCCESS,ONLINE
T1000930,M122,C01660,2026-09-08 20:24:36,2508.94,INR,SUCCESS,POS
T1000931,M108,C01010,2026-09-08 13:02:39,5420.90,INR,SUCCESS,POS
T1000932,M106,C00235,2026-09-08 10:49:15,1783.81,INR,SUCCESS,QR
T1000933,M100,C00011,2026-09-08 13:14:33,3534.86,INR,REVERSED,POS
T1000934,M107,C02042,2026-09-08 19:19:17,5202.31,INR,SUCCESS,POS
T1000935,M117,C00072,2026-09-08 10:25:55,8835.27,INR,SUCCESS,ONLINE
T1000936,M116,C02802,2026-09-08 18:59:08,2053.01,INR,REVERSED,POS
T1000937,,C01736,2026-09-08 14:14:23,1219.38,INR,SUCCESS,ONLINE
T1000938,M109,C01387,2026-09-08 12:52:16,27039.31,INR,REVERSED,POS
T1000939,M101,C00038,2026-09-08 10:42:01,74305.63,INR,REVERSED,QR
T1000940,M121,C02321,2026-09-08 20:23:10,9818.17,INR,SUCCESS,ONLINE
T1000941,M117,C02685,2026-09-08 21:03:30,18079.76,INR,SUCCESS,POS
T1000942,M117,C00158,2026-09-08 18:32:44,8505.18,INR,SUCCESS,POS
T1000943,M115,C02187,2026-09-08 13:27:15,5165.75,INR,SUCCESS,POS
T1000944,M109,C00985,2026-09-08 10:58:17,7815.60,INR,SUCCESS,ONLINE
T1000945,M108,C02858,2026-09-08 15:25:18,980.88,INR,SUCCESS,ONLINE
T1000946,M103,C01799,2026-09-08 08:05:29,11226.33,INR,SUCCESS,QR
T1000947,M111,C01830,2026-09-08 12:13:34,3897.94,INR,SUCCESS,POS
T1000948,M117,C00419,2026-09-08 19:27:32,14493.60,INR,SUCCESS,QR
T1000949,M122,C01717,2026-09-08 08:41:47,2853.41,INR,SUCCESS,POS
T1000950,M104,C02564,2026-09-08 13:50:59,5370.34,INR,SUCCESS,ONLINE
T1000951,M103,C01567,2026-09-08 19:29:48,7899.36,INR,SUCCESS,QR
T1000952,M105,C00736,2026-09-08 19:18:34,4071.98,INR,SUCCESS,QR
T1000953,M117,C01194,2026-09-08 22:28:30,19265.28,INR,SUCCESS,ONLINE
T1000954,M122,C00163,2026-09-08 10:34:38,2460.99,INR,SUCCESS,ONLINE
T1000955,M112,C01889,2026-09-08 13:29:33,3196.44,INR,SUCCESS,ONLINE
T1000956,,C00328,2026-09-08 18:25:40,517.60,INR,SUCCESS,POS
T1000957,M122,C00891,2026-09-08 12:10:24,1434.59,INR,SUCCESS,ONLINE
T1000958,M112,C02622,2026-09-08 11:46:18,78161.67,INR,SUCCESS,ONLINE
T1000959,M106,C02007,2026-09-08 17:56:50,1043.16,INR,SUCCESS,POS
T1000960,M107,C01534,2026-09-08 19:00:12,7196.09,INR,SUCCESS,POS
T1000961,M109,C00912,2026-09-08 20:50:49,7654.65,INR,SUCCESS,ONLINE
T1000962,M100,C01424,2026-09-08 09:20:50,1235.52,INR,SUCCESS,POS
T1000963,M104,C00734,2026-09-08 12:36:02,5776.36,INR,SUCCESS,QR
T1000964,M108,C01600,2026-09-08 14:00:02,16493.69,INR,SUCCESS,ONLINE
T1000965,M101,C02189,2026-09-08 12:13:52,70360.16,INR,SUCCESS,QR
T1000966,M104,C01688,2026-09-08 18:16:33,2585.33,INR,SUCCESS,QR
T1000967,M122,C02146,2026-09-08 18:57:01,2718.81,INR,SUCCESS,ONLINE
T1000968,M117,C02930,2026-09-08 09:10:28,16646.93,INR,SUCCESS,ONLINE
T1000969,M117,C01966,2026-09-08 21:22:18,6446.20,INR,SUCCESS,ONLINE
T1000970,M108,C01036,2026-09-08 12:38:24,3576.55,INR,SUCCESS,ONLINE
T1000971,M114,C00560,2026-09-08 09:24:44,6085.69,INR,SUCCESS,POS
T1000972,M100,C02800,2026-09-08 13:48:48,1492.49,INR,SUCCESS,ONLINE
T1000973,M100,C00937,2026-09-08 21:17:43,2345.95,INR,SUCCESS,ONLINE
T1000974,M122,C00641,2026-09-08 13:42:58,1999.00,INR,SUCCESS,ONLINE
T1000975,M108,C01646,2026-09-08 11:22:06,11434.15,INR,SUCCESS,POS
T1000976,M113,C00310,2026-09-08 20:56:11,1329.14,INR,SUCCESS,ONLINE
T1000977,M113,C00315,2026-09-08 23:55:36,748.65,INR,SUCCESS,ONLINE
T1000978,M106,C00066,2026-09-08 10:16:49,788.32,INR,SUCCESS,ONLINE
T1000979,M105,C00971,2026-09-08 14:18:33,2721.82,INR,SUCCESS,ONLINE
T1000980,M115,C02135,2026-09-08 17:51:39,4459.05,INR,SUCCESS,POS
T1000981,M115,C01251,2026-09-08 11:07:40,3558.23,INR,SUCCESS,ONLINE
T1000982,M102,C01968,2026-09-08 18:14:14,1855.11,INR,FAILED,ONLINE
T1000983,M111,C00298,2026-09-08 10:23:51,3420.68,INR,SUCCESS,QR
T1000984,M107,C02953,2026-09-08 12:44:45,2647.93,INR,SUCCESS,ONLINE
T1000985,M121,C01585,2026-09-08 23:45:51,5301.05,INR,SUCCESS,QR
T1000986,M113,C02059,2026-09-08 18:04:45,922.17,INR,SUCCESS,ONLINE
T1000987,M102,C00948,2026-09-08 09:20:54,2606.52,INR,SUCCESS,POS
T1000988,M113,C02228,2026-09-08 21:10:16,1299.61,INR,SUCCESS,POS
T1000989,M108,C01230,2026-09-08 08:27:49,10668.32,INR,SUCCESS,QR
T1000990,M105,C02939,2026-09-08 22:05:35,718.35,INR,SUCCESS,ONLINE
T1000991,M117,C01470,2026-09-08 19:48:55,15136.78,INR,SUCCESS,ONLINE
T1000992,M111,C00323,2026-09-08 11:39:03,637.34,INR,SUCCESS,ONLINE
T1000993,M108,C01695,2026-09-08 08:16:01,4113.02,INR,SUCCESS,ONLINE
T1000994,M108,C00704,2026-09-08 08:50:38,4018.43,INR,FAILED,POS
T1000995,M108,C00011,2026-09-08 13:35:38,1590.34,INR,SUCCESS,ONLINE
T1000996,M112,C01820,2026-09-08 12:39:26,37965.48,INR,SUCCESS,ONLINE
T1000997,M103,C00783,2026-09-08 11:14:30,2083.72,INR,FAILED,POS
T1000998,M116,C02726,2026-09-08 18:17:46,2612.19,INR,SUCCESS,ONLINE
T1000999,M100,C01832,2026-09-09 19:05:48,586.56,INR,SUCCESS,POS
T1001000,M113,C02209,2026-09-09 14:34:34,2839.42,INR,SUCCESS,QR
T1001001,M109,C02131,2026-09-09 12:30:54,5127.74,INR,SUCCESS,QR
T1001002,M102,C02879,2026-09-09 11:16:14,2858.02,INR,SUCCESS,ONLINE
T1001003,M117,C02628,2026-09-09 18:09:32,15744.01,INR,SUCCESS,POS
T1001004,M117,C02591,2026-09-09 12:52:57,17322.83,INR,SUCCESS,ONLINE
T1001005,M120,C02770,2026-09-09 11:15:59,1037.61,INR,SUCCESS,QR
T1001006,M101,C01393,2026-09-09 20:57:13,71286.16,INR,SUCCESS,POS
T1001007,M104,C02014,2026-09-09 19:34:18,4381.61,INR,SUCCESS,ONLINE
T1001008,M104,C01858,2026-09-09 09:11:08,5148.68,INR,SUCCESS,POS
T1001009,M103,C02599,2026-09-09 17:04:20,12617.63,INR,SUCCESS,QR
T1001010,M113,C00241,2026-09-09 15:20:57,2494.12,INR,SUCCESS,POS
T1001011,M117,C00565,2026-09-09 12:45:27,12006.98,INR,REVERSED,POS
T1001012,M112,C01625,2026-09-09 16:46:57,30191.25,INR,SUCCESS,POS
T1001013,M123,C01645,2026-09-09 21:47:03,1441.72,INR,SUCCESS,POS
T1001014,M115,C00618,2026-09-09 08:09:23,5824.98,INR,SUCCESS,POS
T1001015,M105,C00206,2026-09-09 11:48:06,3095.52,INR,SUCCESS,QR
T1001016,M115,C00924,2026-09-09 20:43:56,5909.67,INR,SUCCESS,POS
T1001017,M113,C00648,2026-09-09 12:09:37,2792.70,INR,SUCCESS,POS
T1001018,M117,C00146,2026-09-09 13:45:42,9887.69,INR,SUCCESS,ONLINE
T1001019,M105,C01033,2026-09-09 20:30:02,1174.33,INR,SUCCESS,QR
T1001020,M120,C00168,2026-09-09 23:40:26,1719.69,INR,SUCCESS,QR
T1001021,M101,C02655,2026-09-09 14:40:50,65067.88,INR,SUCCESS,POS
T1001022,M104,C02881,2026-09-09 18:15:28,1441.03,INR,SUCCESS,QR
T1001023,M121,C02600,2026-09-09 16:32:27,68010.69,INR,SUCCESS,ONLINE
T1001024,M100,C00665,2026-09-09 22:11:02,3906.79,INR,SUCCESS,QR
T1001025,M113,C02476,2026-09-09 13:22:05,465.45,INR,SUCCESS,ONLINE
T1001026,M102,C02312,2026-09-09 09:22:05,758.36,INR,SUCCESS,QR
T1001027,M121,C02501,2026-09-09 09:02:41,73852.37,INR,SUCCESS,ONLINE
T1001028,M111,C01614,2026-09-09 18:56:46,3438.07,INR,SUCCESS,ONLINE
T1001029,M122,C00068,2026-09-09 19:01:36,1606.26,INR,SUCCESS,ONLINE
T1001030,M116,C01966,2026-09-09 11:47:03,623.86,INR,SUCCESS,POS
T1001031,M112,C02279,2026-09-09 16:58:30,65766.65,INR,SUCCESS,QR
T1001032,M122,C01247,2026-09-09 17:10:52,2315.60,INR,SUCCESS,QR
T1001033,M111,C02535,2026-09-09 18:32:17,846.60,INR,SUCCESS,ONLINE
T1001034,M106,C01683,2026-09-09 16:27:09,889.42,INR,SUCCESS,POS
T1001035,M117,C02453,2026-09-09 21:22:33,8533.84,INR,SUCCESS,POS
T1001036,M119,C00560,2026-09-09 18:33:01,49762.91,INR,SUCCESS,POS
T1001037,M108,C01818,2026-09-09 20:40:27,2936.86,INR,REVERSED,QR
T1001038,M102,C01478,2026-09-09 20:48:38,2179.92,INR,SUCCESS,POS
T1001039,M120,C00676,2026-09-09 18:16:17,2774.23,INR,SUCCESS,QR
T1001040,M117,C02063,2026-09-09 13:46:58,15929.03,INR,SUCCESS,QR
T1001041,M119,C00106,2026-09-09 16:09:25,3563.38,INR,SUCCESS,QR
T1001042,M122,C02563,2026-09-09 17:21:12,1889.41,INR,SUCCESS,POS
T1001043,M114,C00484,2026-09-09 18:48:15,7420.69,INR,REVERSED,QR
T1001044,M118,C01065,2026-09-09 10:54:13,41732.65,INR,SUCCESS,ONLINE
T1001045,M117,C00585,2026-09-09 21:40:50,7685.53,INR,SUCCESS,QR
T1001046,M112,C00747,2026-09-09 17:20:41,7337.13,INR,SUCCESS,ONLINE
T1001047,M115,C00048,2026-09-09 10:51:29,572.35,INR,SUCCESS,POS
T1001048,M103,C02971,2026-09-09 17:50:27,6458.07,INR,SUCCESS,ONLINE
T1001049,M116,C01421,2026-09-09 09:10:58,1323.77,INR,SUCCESS,QR
T1001050,M104,C00817,2026-09-09 19:36:53,4562.92,INR,SUCCESS,POS
T1001051,M104,C01288,2026-09-09 19:45:10,5921.84,inr,SUCCESS,ONLINE
T1001052,M114,C00911,2026-09-09 10:04:32,7201.13,INR,SUCCESS,POS
T1001053,M101,C02972,2026-09-09 09:42:25,5832.72,INR,SUCCESS,POS
T1001054,M119,C01868,2026-09-09 14:13:02,69949.94,INR,SUCCESS,POS
T1001055,M124,C02046,2026-09-09 14:18:34,7439.40,INR,SUCCESS,POS
T1001056,M117,C02733,2026-09-09 10:29:31,8449.22,INR,SUCCESS,QR
T1001057,M113,C01796,2026-09-09 10:10:22,1117.76,INR,SUCCESS,QR
T1001058,M114,C01894,2026-09-09 13:34:20,5993.80,INR,SUCCESS,POS
T1001059,M122,C01993,2026-09-09 13:22:32,569.90,INR,SUCCESS,QR
T1001060,M117,C02462,2026-09-09 14:28:04,12831.52,INR,SUCCESS,ONLINE
T1001061,M121,C02420,2026-09-09 19:47:30,36142.77,INR,SUCCESS,POS
T1001062,M106,C01661,2026-09-09 17:16:04,1358.17,INR,SUCCESS,ONLINE
T1001063,M101,C02827,2026-09-09 13:08:16,40091.56,INR,SUCCESS,POS
T1001064,M103,C02358,2026-09-09 19:28:22,12242.90,INR,FAILED,QR
T1001065,M112,C02486,2026-09-09 12:16:41,43100.09,INR,SUCCESS,POS
T1001066,M104,C02774,2026-09-09 10:17:10,2822.49,INR,SUCCESS,ONLINE
T1001067,M115,C01541,2026-09-09 19:17:53,2213.14,INR,SUCCESS,ONLINE
T1001068,M108,C02874,2026-09-09 22:39:52,9895.58,INR,SUCCESS,ONLINE
T1001069,M104,C02043,2026-09-09 11:01:59,1441.43,INR,SUCCESS,ONLINE
T1001070,M106,C00234,2026-09-09 14:20:13,1640.56,INR,SUCCESS,ONLINE
T1001071,M108,C02102,2026-09-09 13:05:01,7721.23,INR,SUCCESS,POS
T1001072,M109,C01620,2026-09-09 20:15:25,57605.86,INR,SUCCESS,POS
T1001073,M100,C00612,2026-09-09 20:45:29,206.05,INR,SUCCESS,ONLINE
T1001074,M115,C02190,2026-09-09 11:37:42,318.45,INR,SUCCESS,ONLINE
T1001075,M120,C02548,2026-09-09 18:31:10,2512.66,INR,SUCCESS,ONLINE
T1001076,M113,C01459,2026-09-09 12:57:17,1742.56,INR,SUCCESS,ONLINE
T1001077,M104,C01369,2026-09-09 13:29:04,2556.51,INR,SUCCESS,ONLINE
T1001078,M122,C01937,2026-09-09 08:56:25,357.81,INR,SUCCESS,ONLINE
T1001079,M118,C02311,2026-09-09 15:49:14,6995.39,INR,SUCCESS,QR
T1001080,M100,C02721,2026-09-09 19:57:11,1447.85,INR,SUCCESS,ONLINE
T1001081,M118,C00121,2026-09-09 09:59:11,19805.73,INR,SUCCESS,QR
T1001082,M108,C00248,2026-09-09 17:31:12,1886.42,INR,SUCCESS,POS
T1001083,M102,C02874,2026-09-09 12:51:06,1506.60,INR,SUCCESS,ONLINE
T1001084,M111,C02676,2026-09-09 08:39:37,503.64,INR,FAILED,ONLINE
T1001085,M113,C00864,2026-09-09 10:09:51,991.98,INR,SUCCESS,POS
T1001086,M101,C01057,2026-09-09 10:46:13,65008.15,INR,SUCCESS,POS
T1001087,M101,C02675,2026-09-09 12:50:42,83138.73,INR,SUCCESS,ONLINE
T1001088,M108,C02456,2026-09-09 17:34:17,18754.59,INR,SUCCESS,POS
T1001089,M105,C00674,2026-09-09 18:53:45,4410.93,INR,FAILED,ONLINE
T1001090,M115,C02180,2026-09-09 09:47:56,2055.01,INR,FAILED,POS
T1001091,M112,C02273,2026-09-09 18:38:52,8816.59,INR,SUCCESS,QR
T1001092,M122,C00315,2026-09-09 19:18:48,2729.83,INR,SUCCESS,ONLINE
T1001093,M102,C00652,2026-09-09 08:21:58,1889.04,INR,SUCCESS,POS
T1001094,M113,C02384,2026-09-09 20:53:18,1566.25,INR,SUCCESS,QR
T1001095,M124,C02258,2026-09-09 11:02:23,6406.77,INR,SUCCESS,POS
T1001096,M103,C02565,2026-09-09 13:52:13,10758.11,INR,SUCCESS,ONLINE
T1001097,M104,C02381,2026-09-09 12:26:09,1540.72,INR,SUCCESS,QR
T1001098,M105,C00758,2026-09-09 23:58:07,3884.57,INR,SUCCESS,ONLINE
T1001099,M118,C00617,2026-09-09 21:49:04,25488.39,INR,SUCCESS,POS
T1001100,M116,C01298,2026-09-09 18:43:50,1642.07,INR,FAILED,QR
T1001101,M104,C00237,2026-09-09 11:15:53,5660.94,INR,SUCCESS,POS
T1001102,M110,C00505,2026-09-09 12:37:22,59945.15,INR,SUCCESS,POS
T1001103,M111,C02520,2026-09-09 19:08:55,1089.49,INR,SUCCESS,QR
T1001104,M113,C02135,2026-09-09 13:58:02,651.56,INR,SUCCESS,ONLINE
T1001105,M113,C01573,2026-09-09 18:47:47,2172.91,XYZ,SUCCESS,QR
T1001106,M105,C02093,2026-09-09 19:04:57,3354.18,INR,SUCCESS,QR
T1001107,M116,C01999,2026-09-10 19:09:07,1577.20,INR,SUCCESS,POS
T1001108,M119,C02888,2026-09-10 07:47:10,23725.50,INR,SUCCESS,QR
T1001109,M116,C00465,2026-09-10 08:32:57,447.44,INR,SUCCESS,POS
T1001110,M122,C02965,2026-09-10 08:04:14,2596.66,INR,SUCCESS,POS
T1001111,M101,C02710,2026-09-10 19:14:56,14503.97,INR,SUCCESS,POS
T1001112,M122,C01574,2026-09-10 15:20:46,858.85,INR,SUCCESS,QR
T1001113,M115,C00715,2026-09-10 10:59:46,1731.13,INR,SUCCESS,POS
T1001114,M100,C00418,2026-09-10 12:29:34,2096.16,INR,SUCCESS,QR
T1001115,M105,C01198,2026-09-10 16:48:06,2261.66,INR,SUCCESS,ONLINE
T1001116,M115,C00430,2026-09-10 10:04:59,1339.34,INR,SUCCESS,QR
T1001117,M115,C02343,2026-09-10 19:37:17,5056.60,INR,SUCCESS,POS
T1001118,M115,C02646,2026-09-10 19:41:04,910.22,INR,SUCCESS,ONLINE
T1001119,M118,C00786,2026-09-10 10:47:59,35755.42,INR,SUCCESS,POS
T1001120,M113,C00802,2026-09-10 13:33:39,1102.67,INR,SUCCESS,ONLINE
T1001121,M102,C00764,2026-09-10 12:20:45,2371.66,INR,FAILED,QR
T1001122,M115,C02008,2026-09-10 14:43:50,1485.20,INR,FAILED,POS
T1001123,M112,C02714,2026-09-10 12:57:41,40163.60,INR,SUCCESS,POS
T1001124,M115,C01932,2026-09-10 21:36:39,4182.26,INR,SUCCESS,POS
T1001125,M104,C01591,2026-09-10 11:30:42,2024.99,INR,SUCCESS,ONLINE
T1001126,M119,C00991,2026-09-10 19:23:41,61469.04,INR,SUCCESS,POS
T1001127,,C02386,2026-09-10 15:07:26,9503.37,INR,SUCCESS,POS
T1001128,M121,C01575,2026-09-10 11:47:42,44021.34,INR,SUCCESS,POS
T1001129,M105,C00273,2026-09-10 15:44:24,4126.01,INR,SUCCESS,QR
T1001130,M102,C00718,2026-09-10 11:08:27,2058.61,INR,SUCCESS,ONLINE
T1001131,M118,C02514,2026-09-10 11:08:42,38270.90,INR,SUCCESS,ONLINE
T1001132,M120,C00164,2026-09-10 12:51:56,2773.46,INR,SUCCESS,POS
T1001133,M108,C01119,2026-09-10 08:20:00,8131.21,INR,REVERSED,POS
T1001134,M104,C00062,2026-09-10 15:30:08,3840.44,INR,SUCCESS,ONLINE
T1001135,M102,C02769,2026-09-10 21:03:39,656.11,INR,SUCCESS,POS
T1001136,M120,C02611,2026-09-10 21:07:31,3339.32,INR,SUCCESS,POS
T1001137,M104,C02828,2026-09-10 16:19:36,2091.77,INR,SUCCESS,POS
T1001138,M111,C00739,2026-09-10 18:44:46,2295.73,INR,SUCCESS,QR
T1001139,M115,C02891,2026-09-10 10:54:56,1127.07,INR,SUCCESS,POS
T1001140,M107,C00410,2026-09-10 21:52:52,2846.88,INR,SUCCESS,POS
T1001141,M122,C02869,2026-09-10 13:10:58,553.92,INR,SUCCESS,POS
T1001142,M104,C00222,2026-09-10 11:30:08,5354.38,INR,SUCCESS,POS
T1001143,M116,C02861,2026-09-10 09:28:15,3808.08,INR,SUCCESS,POS
T1001144,M103,C02848,2026-09-10 12:49:54,4949.35,INR,SUCCESS,POS
T1001145,M117,C01600,2026-09-10 08:57:42,11960.34,INR,SUCCESS,ONLINE
T1001146,M102,C01752,2026-09-10 21:43:33,2583.83,INR,SUCCESS,POS
T1001147,M105,C00857,2026-09-10 11:22:55,2037.78,INR,SUCCESS,POS
T1001148,M117,C02284,2026-09-10 06:03:22,12206.25,INR,SUCCESS,ONLINE
T1001149,M117,C01222,2026-09-10 12:37:20,7554.09,INR,SUCCESS,POS
T1001150,M114,C01911,2026-09-10 21:08:45,3219.90,INR,SUCCESS,ONLINE
T1001151,M112,C00054,2026-09-10 13:09:59,45025.86,INR,SUCCESS,QR
T1001152,M112,C02027,2026-09-10 11:41:15,64895.75,INR,SUCCESS,ONLINE
T1001153,M113,C02252,2026-09-10 19:18:11,1153.10,INR,SUCCESS,POS
T1001154,M113,C00588,2026-09-10 20:01:04,308.01,INR,FAILED,POS
T1001155,M109,C00211,2026-09-10 23:48:15,23674.86,INR,SUCCESS,POS
T1001156,M111,C02144,2026-09-10 15:34:45,3741.10,INR,SUCCESS,POS
T1001157,M102,C01187,2026-09-10 17:18:35,440.81,INR,SUCCESS,POS
T1001158,M105,C01730,2026-09-10 13:32:17,398.47,INR,SUCCESS,QR
T1001159,M111,C02132,2026-09-10 19:08:14,1737.48,INR,SUCCESS,POS
T1001160,M100,C00247,2026-09-10 11:00:33,3158.26,INR,SUCCESS,POS
T1001161,M117,C00119,2026-09-10 17:06:06,12242.80,INR,SUCCESS,QR
T1001162,M104,C01068,2026-09-10 13:57:46,5486.55,INR,SUCCESS,QR
T1001163,M114,C02016,2026-09-10 09:48:51,6423.66,INR,SUCCESS,POS
T1001164,M117,C00239,2026-09-10 20:55:43,19619.89,INR,SUCCESS,QR
T1001165,M112,C02106,2026-09-10 11:43:42,19092.16,INR,SUCCESS,QR
T1001166,M109,C00950,2026-09-10 10:16:12,47306.93,INR,SUCCESS,POS
T1001167,M103,C01431,2026-09-10 21:48:19,9051.42,INR,SUCCESS,ONLINE
T1001168,M117,C01534,2026-09-10 19:10:39,11920.82,INR,SUCCESS,QR
T1001169,M102,C02268,2026-09-10 08:36:23,2063.19,INR,SUCCESS,ONLINE
T1001170,M106,C00386,2026-09-10 13:25:41,587.34,INR,SUCCESS,ONLINE
T1001171,M103,C02784,2026-09-10 21:00:10,11005.06,INR,SUCCESS,ONLINE
T1001172,M116,C02928,2026-09-10 20:29:01,2501.90,INR,SUCCESS,POS
T1001173,M118,C01647,2026-09-10 20:10:54,23025.04,INR,SUCCESS,QR
T1001174,M100,C01123,2026-09-10 09:31:24,3429.67,INR,SUCCESS,ONLINE
T1001175,M113,C01172,2026-09-10 20:22:47,2442.16,INR,FAILED,QR
T1001176,M103,C01509,2026-09-10 12:06:03,5446.64,INR,SUCCESS,POS
T1001177,M107,C02726,2026-09-10 10:32:47,5181.11,INR,SUCCESS,POS
T1001178,M104,C01478,2026-09-10 11:38:16,2997.72,INR,FAILED,ONLINE
T1001179,M114,C02715,2026-09-10 13:25:10,8284.71,INR,SUCCESS,POS
T1001180,M122,C00423,2026-09-10 13:45:09,1364.75,INR,SUCCESS,QR
T1001181,M104,C00398,2026-09-10 12:05:13,5592.26, inr ,SUCCESS,QR
T1001182,M105,C00057,2026-09-10 13:45:11,3381.19,INR,SUCCESS,QR
T1001183,M117,C02851,2026-09-10 15:22:19,19559.39,INR,SUCCESS,POS
T1001184,M100,C02353,2026-09-10 08:45:16,3470.04,INR,SUCCESS,POS
T1001185,M117,C00461,2026-09-10 11:25:07,5995.00,INR,SUCCESS,QR
T1001186,M117,C02716,2026-09-10 08:31:56,16189.66,INR,SUCCESS,POS
T1001187,M111,C00887,2026-09-10 10:59:07,1944.65,INR,SUCCESS,ONLINE
T1001188,M113,C00664,2026-09-10 13:51:18,473.92,INR,SUCCESS,ONLINE
T1001189,M102,C02236,2026-09-10 20:13:03,788.65,INR,SUCCESS,POS
T1001190,M101,C01970,2026-09-10 10:32:48,31671.76,INR,SUCCESS,QR
T1001191,M116,C00268,2026-09-10 14:46:45,1479.13,INR,SUCCESS,QR
T1001192,M116,C00374,2026-09-10 14:14:23,1852.01,INR,SUCCESS,ONLINE
T1001193,M106,C00628,2026-09-10 11:48:23,1319.27,INR,SUCCESS,ONLINE
T1001194,M123,C02604,2026-09-10 06:05:27,548.34,INR,SUCCESS,ONLINE
T1001195,M115,C01940,2026-09-10 10:11:56,4422.83,INR,SUCCESS,QR
T1001196,M113,C00279,2026-09-10 20:08:46,2346.37,INR,SUCCESS,POS
T1001197,M117,C02456,2026-09-10 11:43:54,18463.03,INR,SUCCESS,POS
T1001198,M112,C00276,2026-09-10 10:07:30,87895.08,INR,SUCCESS,ONLINE
T1001199,M100,C00980,2026-09-10 20:32:13,773.74,INR,SUCCESS,POS
T1001200,M113,C00938,2026-09-10 10:53:31,304.67,INR,SUCCESS,ONLINE
T1001201,M109,C02813,2026-09-10 10:15:25,56049.83,INR,SUCCESS,ONLINE
T1001202,M100,C00363,2026-09-10 11:55:43,1829.46,INR,SUCCESS,POS
T1001203,M114,C00488,2026-09-10 21:42:39,10610.45,INR,SUCCESS,QR
T1001204,M122,C00974,2026-09-10 14:18:18,816.49,INR,SUCCESS,ONLINE
T1001205,M103,C00997,2026-09-10 20:47:26,14334.09,INR,SUCCESS,POS
T1001206,M101,C01955,2026-09-10 14:35:30,21740.10,INR,SUCCESS,QR
T1001207,M117,C00581,2026-09-10 14:04:36,15725.50,INR,SUCCESS,QR
T1001208,M120,C01779,2026-09-10 19:03:23,1667.66,INR,SUCCESS,POS
